id, Name, Level, Clan, QuestNumber, NextQuest, Unknown4, Unknown4a, Unknown5, InQuestDestPacket1, Unknown7, Unknown8, FromNPCID, Unknown10, Unknown11, Unknown12, Unknown13, Unknown14, ToNPCID, MonsterID, Value, Unknown17, Unknown18, RewardType, RewardValue, Text1, Text2, Text3, Text4, Text5, Text6, Text7, Text8, Text9, Text10
--,,,,,,,,,,,,,,,,,,,,,,,,,"The one behind that incident was Tak Eung with his","","","","","","","I will face my friend here in a decisive battle.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"tricks. He said that Tak Eung was ordered by  ","","","","","","","I'm planning to settle the favor and grudge, and  ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"someone to kill lady Neung Im, so that Guanyin","","","","","","","the twisted fate between us..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"and Fujin will go against with eachother.","","","","","","","Yiyonung is in there.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We still have much to learn from him.","","","","","","","He is waiting for me there.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"From today, the warrant for Jinsong's arrest","","","","","","","So, let me be and just go back.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"will be dismissed.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go and tell Jinsong of this news.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He's chasing Young Master in Gyuwan Dungeon.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Unfortunately, We have no further information.","","","","","","","","",""
372,"[Sad Hero Story] Subjugate the Two Headed Demon.",109,1,129,373,1,1,0,0,0,0,89,0,0,0,0,0,89,288,100,0,0,4,3313643,"I heard a lot about your actions.","Kill the Two Headed Demon in Jancheon Stream.","","","","","","Good work.","","Can I see for a minute?"
--,,,,,,,,,,,,,,,,,,,,,,,6,140,"I am The Master of Two-Bladed Sword's bodyguard, ","We could use all the help so if you go, ","","","","","","I would really like to have a feast, ","","It is a good opportunity to test your skills."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Chungwon Upholder Yong.","it will be a big help.","","","","","","but unfortunately, the situation doens't ","","The apprentice of Taoist Upholder . Shall we see?"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Along with your mentor, Taoist Upholder, I assist","","","","","","","look so good.","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"The Master of Two-Bladed Sword.","","","","","","","I just learned that the forces of Yaoguai","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I called for you because I want you to","","","","","","","is currently charging in Beoho Mountain..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"go to Jancheon Stream as backup.","","","","","","","Accept this for now.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"There is a battle going on with the Two Headed","","","","","","","It is a small token of my gratitude.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Demon, and it seems that we are having a hard time ","","","","","","","I'm sorry, but please standby for a while.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"do to their size in numbers..","","","","","","","Soon Dawon Upholder will tell you the exact news.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"We could use all the help that we can get,","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"so if you go, it will be a big help.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I beg you.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
373,"[Sad Hero Story] Subjugate Mystic Handmaiden.",109,1,130,374,1,1,0,0,0,0,90,0,0,0,0,0,90,319,150,0,0,4,4142054,"You should know by hearing it from  Yong.","Go to Beoho Mountain this instant and obstruct","","","","","","Good work.","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,493,"The situation in Beoho Mountain is critical, ","the Mystic Handmaiden!!","","","","","","Indeed, you are skillful as the rumor has it.","","I'll see if you are good as what the rumor says."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"not going the way we thought.","","","","","","","We're lucky that we here in Guanyin  ","","I look forward to it. Show me what you've got."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Already a battle has broke out between the ","","","","","","","have a talented individual like you.","","I'll wait your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"guards and Mystic Handmaiden of Yaoguai.","","","","","","","Keep doing your best for the World of Warriors.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I will make it short since it's urgent.","","","","","","","This is a small token of my gratitude. Take it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go to Beoho Mountain this instant and obstruct","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"the Mystic Handmaiden!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Better yet, destroy all of Mystic Handmaiden!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
374,"[Sad Hero Story] Dispose of Dark Arts Swordswoman.",110,1,131,375,1,1,0,0,0,0,68,0,0,0,0,0,68,321,150,0,0,6,140,"I called for you because I just wanted to give","Hurry and leave for Beoho Mountain!!","","","","","","Thank you for your trouble.","","Come to Yongu for a while!!"
--,,,,,,,,,,,,,,,,,,,,,,,6,494,"an important piece of information.","There, dispose of the Dark Arts Swordswoman!!","","","","","","It could have serious if you were late. Luckily,","","I will await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"Very soon, the Yaoguai will go with the ","","","","","","","we corresponded quickly and were able to stop it.","","They could be a difficult opponent!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"huge counterattack in Beoho Mountain.","","","","","","","I'm grateful that you always help us like this.","","Be careful! They're much stronger than you think!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"As I proved it many times, you should know that","","","","","","","I'm sorry that I'm an old beggar with not much to","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"my information is always correct.","","","","","","","give. But will  you accept this?","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I believe that this will be a good time since","","","","","","","I found it not too long age, but it seems that ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"their armed forces are quite not ready.","","","","","","","you will find some use for it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Hurry and leave for Beoho Mountain!!","","","","","","","Please think of it as my sincerity.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"There, dispose the entire Dark Arts Swordswoman","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"of Yaoguai!!","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
375,"[Sad Hero Story] Dispose of Black Scourge Jo.",110,1,132,376,2,5,38,757,0,4294963527,1,0,0,0,0,0,1,970,1,0,0,4,369227,"You must have heard of Black Scourge Jo.","Black Scourge Monsters are in a confrontation with","","","","","","He must have been a tough enemy, but you did it.","I guess its still beyond your strength..","Come and see your mentor!!"
--,,,,,,,,,,,,,,,,,,,,,,,6,495,"Rumor has it that he's as good as  ","our warriors in Yanggok Valley at Suhojin.","","","","","","He must have been a tough enemy, but you did it.","Just retreat from there.","His Martial Arts transcends one's imagination!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"the legendary Five Leading Warriors.","He's a tough opponent, but I think you","","","","","","You shoul thank your mentor for teaching you.","I will send someone else.","He's as good as the Five Leading Warriors!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"He is in Yanggok Valley blocking the ","might have a chance against him.","","","","","","Hmm. That's it for small talk.. I have a news ","","I want you to give everything you've got!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"way of the Castle's warriors.","Think of it as an opportunity to test yourself.","","","","","","to tell you.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I don't know why, but I believe he was instigate","Go to Yanggok Valley and kill him!!","","","","","","Recently cold dead bodies of Brush Fighter Mae","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"by someone to stop the Castle's warriors from ","","","","","","","and Rabbi Hopae were found in Yanggok Valley.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"entering the Gyuwan Dungeon.","","","","","","","Rabbi Hopae had a lot of enemies, but for Brush","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go to Yanggok Valley and dispose of him.","","","","","","","Brush Fighter Mae, it's due to his hypocrisy.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He may be a strong opponent for you, but this is ","","","","","","","He's done many evil things in secret.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"a good opportunity for you to test yourself of ","","","","","","","They were killed by the Fujin","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"how strong you have gotten.","","","","","","","and young warriors from Bloody Warriors Order.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He's in Yanggok Valley in front of the","","","","","","","The time has come in changing the generation..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Suhojin in a confrontation with our warriors.","","","","","","","We the old folks had made so many wrongs.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Thank you for your trouble.  Go and get rested.","",""
376,"[Sad Hero Story] Demon Somok's end.",110,1,133,377,1,5,38,4294965841,346,3651,1,0,0,0,0,0,1,971,1,0,0,4,369227,"Go to Yanggok Valley this instant.","To catch Demon Somok, you can't avoid the","","","","","","She.. Really choose to take her own life..?","","I need a word with you."
--,,,,,,,,,,,,,,,,,,,,,,,6,141,"It seems that  Demon Somok has appeared at","Fujin or Jinong.","","","","","","Hmm.","","You can't let the other force capture her!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"the entrance ofGyuwan Dungeon in Yongpok Formation.","However, can't not back down..","","","","","","I'll have to report this to Heavely Lord.","","Don't lose her! You must capture her!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"She should know the whereabouts of Little Boss, so","Do whatever you have to in capturing her.","","","","","","You, go get some rest.","","I'll await your good news!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"do whatever it takes to capture her.","Demon Somok is in front of the Gyuwan Dungeon.","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Of course it will not be easy.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Fujin and Jinong  ","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"has their eyes on her, so you will confront them.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since we come this far, we can't back down..","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"The World of Warriors is a place like that.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Go and capture her this instant.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Demon Somok is in front of the Gyuwan Dungeon.","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
377,"[Sad Hero Story] Death of Yiyonung.",111,1,134,378,2,5,39,5999,0,1874,86,0,0,0,0,0,86,972,1,0,0,4,5917217,"I have a favor to ask you.","My son Yiyonung is at the end of Gyuwan Dungeon.","","","","","","Gwanine told me that Demon Somok killed her.","Was it indeed a difficult task..?","Can I see you for a minute..?"
--,,,,,,,,,,,,,,,,,,,,,,,6,90029,"Go to Gyuwan Dungeon in Yanggok Valley.","If you see that he is not in human ","","","","","","I'm embarrassed to say this, but everything","I believe I ask too much of you.","Let him rest in peace if you can't help it."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"According to the report, My son Yiyonung is ","form any more..","","","","","","is my fault.","I'm sorry.","I will let you decide.."
--,,,,,,,,,,,,,,,,,,,,,,,,,"at the end of Gyuwan Dungeon.","I want you to be the one to end his life.","","","","","","I had my time in the past and Demon Somok","Come out from there now..","He is a poor child. Please let him rest in peace."
--,,,,,,,,,,,,,,,,,,,,,,,,,"If..","I beg you..","","","","","","and I were to be married back then.","I believe that I have to go personally.",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"If you see my son not in human form","Right now, I'm just a useless father ","","","","","","If I was able to protect her then, Demon Somok ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"anymore..","of someone..","","","","","","would have never changed the way she did..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I want you to end his life.","","","","","","","She probably wanted to take away everything I had.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I beg you...","","","","","","","And that is why she made my son the way he is..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"By all means, put that poor kid out of misery.","","","","","","","Hu,Hu.. Anyway, everthing is my retribution..","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Right now, I'm a just a useless father ","","","","","","","The least thing that I can do is take ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"of someone..","","","","","","","with me the punishment that my poor","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","son will be taking with him.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","I thank you for setting his soul free.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","This is for your service, so please accept it.","",""
378,"[Sad Hero Story] Obstruct Ice Succubus.",111,1,135,379,1,1,0,0,0,0,8,0,0,0,0,0,8,323,140,0,0,4,2958609,"I'm sorry that I keep you away from your rest.","Please dispose of the Ice Succubus in Mt Beoho ","","","","","","Good work.","","Can I see you? It's an urgent matter.."
--,,,,,,,,,,,,,,,,,,,,,,,6,496,"Its just that as the battle draws toward its end, ","Since the situation is urgent, please leave now.","","","","","","I'm always getting help from you.","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"the Yaoguai is putting up a fight.","","","","","","","Due to it, the situation in Mt Beoho  got better..","","Strong opponent, so be careful!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"With nothing more to say, can you go to ","","","","","","","It seems that for a while there will be no huge ","","Dispose all of them!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"Beoho Mountain this instant?","","","","","","","attacks from the Yaoguai.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"There, please dispose of the Ice Succubus.","","","","","","","You went through a lot. Go and get some rest.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"Since the situation is urgent, please leave now.","","","","","","","When I have some time, I will treat you well.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","",""
379,"[Sad Hero Story] Kill Gargantuan Sword Monster.",112,1,136,380,2,1,0,0,0,0,1,0,0,0,0,0,1,325,1,0,0,4,208563,"Get ready to go to Beoho Mountain this instant.","Gargantuan Sword Monster in Beoho Mountain is ","","","","","","He was a powerful opponent, but you made it.","You can go now..","I need to have a word with you.."
--,,,,,,,,,,,,,,,,,,,,,,,6,141,"Gargantuan Sword Monster of Yaoguai ","stronger than any of the followers you've faced.","","","","","","But killing Gargantuan Sword Monster is not  ","I'm afraid that he was too strong of an opponent.","You must dispose of him!!"
--,,,,,,,,,,,,,,,,,,,,,,,0,0,"has shown up there, so help our warriors kill ","I believe that you will do quite well.","","","","","","enough to wipe out the Yaoguai.","I will personally, dispose of him!!","He is strong.. Do be very careful!!"
--,,,,,,,,,,,,,,,,,,,,,,,,,"the Gargantuan Sword Monster.","Go and dispose of that bastard!!","","","","","","They must be hiding in their headquarters eagerly","","I'll await your good news."
--,,,,,,,,,,,,,,,,,,,,,,,,,"Gargantuan Sword Monster is different from all ","I believe that this most likely will be the last ","","","","","","waiting for an opportunity to strike.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"the followers of Yaoguai, so be careful.","atrocity of Yaoguai.","","","","","","They won't underestimate our world anymore.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"He will be a difficult opponent to face, but","","","","","","","The World is filled with talented people like you.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I believe that this is Yaoguai's last ","","","","","","","Our generation has spared Yaoguai for the ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"opposition.","","","","","","","time being due to one's differences that caused ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"I wish you the best. You must kill that bastard!","","","","","","","dispute against one another, but your generation ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","can't let that happen again.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Perhaps we were aware of it, but it could have ","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","been too complicated to admit it.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Anyways, go and rest now.","",""
--,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","Thank you for your trouble for all those times.","",""
380,"[Sad Hero Story] Letter of reconciliation .",112,1,137,381,2,3,0,0,0,0,86,0,0,0,0,0,87,807,0,0,0,4,208563,"I need to ask you for a difficult favor.","My message for reconciliation is included.","","","","","","Are you that fellow of the rumor..?","Is it a difficult task for you..?","Come and see me."
--,,,,,,,,,,,,,,,,,,,,,,,6,141,"I've looked everywhere and couldn't find anyone","Give that letter to Master of Two-Bladed Sword.","","","","","","I knew Pungunpae of Castle was talented, but didn't","It a shame.","It is a difficult task.. Be careful."
--,,,,,,,,,,,,,,,,,,,,,,,6,141,"who is better than you, so please understand.","Of course I know that it will be a dangerous task.","","","","","","know Guanyin would have such a talented person.","However, I admit that I made a difficult request.","I know that you will be able to do it."
